Code;Niveau;Description_FR;Description_EN;Groupe_Utilisation;D.D_%;CEDEAO_%;T.V.A_%;Formalites;Total_%
0810502000;HS10;Kiwis frais - Type 2;Fresh kiwifruit - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0810509000;HS10;Kiwis frais - Autre;Fresh kiwifruit - Other;Alimentation;20.0;1.0;18.0;=;39.0
081060;HS6;Durians frais;Fresh durians;;;;;;
0810601000;HS10;Durians frais - Type 1;Fresh durians - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0810602000;HS10;Durians frais - Type 2;Fresh durians - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0810609000;HS10;Durians frais - Autre;Fresh durians - Other;Alimentation;20.0;1.0;18.0;=;39.0
081070;HS6;Kakis frais;Fresh persimmons;;;;;;
0810701000;HS10;Kakis frais - Type 1;Fresh persimmons - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0810702000;HS10;Kakis frais - Type 2;Fresh persimmons - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0810709000;HS10;Kakis frais - Autre;Fresh persimmons - Other;Alimentation;20.0;1.0;18.0;=;39.0
081090;HS6;Autres fruits frais (litchis, fruits de la passion);Other fresh fruits (litchis, passion fruit);;;;;;
0810901000;HS10;Autres fruits frais (litchis, fruits de la passion) - Espèce 1;Other fresh fruits (litchis, passion fruit) - Species 1;Alimentation;20.0;1.0;18.0;=;39.0
0810902000;HS10;Autres fruits frais (litchis, fruits de la passion) - Espèce 2;Other fresh fruits (litchis, passion fruit) - Species 2;Alimentation;20.0;1.0;18.0;=;39.0
0810909000;HS10;Autres fruits frais (litchis, fruits de la passion) - Autre espèce;Other fresh fruits (litchis, passion fruit) - Other species;Alimentation;20.0;1.0;18.0;=;39.0
0811;RANGEE 11;"Fruit and nuts; uncooked or cooked by steaming or boiling in water, frozen, whether or not containing added sugar or other sweetening matter";;;;;;;
081110;HS6;Fraises congelées;Frozen strawberries;;;;;;
0811101000;HS10;Fraises congelées - Type 1;Frozen strawberries - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0811102000;HS10;Fraises congelées - Type 2;Frozen strawberries - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0811109000;HS10;Fraises congelées - Autre;Frozen strawberries - Other;Alimentation;20.0;1.0;18.0;=;39.0
081120;HS6;Framboises congelées;Frozen raspberries;;;;;;
0811201000;HS10;Framboises congelées - Type 1;Frozen raspberries - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0811202000;HS10;Framboises congelées - Type 2;Frozen raspberries - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0811209000;HS10;Framboises congelées - Autre;Frozen raspberries - Other;Alimentation;20.0;1.0;18.0;=;39.0
081190;HS6;Autres fruits congelés;Other frozen fruit;;;;;;
0811901000;HS10;Autres fruits congelés - Type 1;Other frozen fruit - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0811902000;HS10;Autres fruits congelés - Type 2;Other frozen fruit - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0811909000;HS10;Autres fruits congelés - Autre;Other frozen fruit - Other;Alimentation;20.0;1.0;18.0;=;39.0
0812;RANGEE 12;Fruit and nuts provisionally preserved, but unsuitable in that state for immediate consumption;;;;;;;
081210;HS6;Cerises conservées;Provisionally preserved cherries;;;;;;
0812101000;HS10;Cerises conservées - Type 1;Provisionally preserved cherries - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0812102000;HS10;Cerises conservées - Type 2;Provisionally preserved cherries - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0812109000;HS10;Cerises conservées - Autre;Provisionally preserved cherries - Other;Alimentation;20.0;1.0;18.0;=;39.0
081290;HS6;Autres fruits conservés;Other provisionally preserved fruit;;;;;;
0812901000;HS10;Autres fruits conservés - Type 1;Other provisionally preserved fruit - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0812902000;HS10;Autres fruits conservés - Type 2;Other provisionally preserved fruit - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0812909000;HS10;Autres fruits conservés - Autre;Other provisionally preserved fruit - Other;Alimentation;20.0;1.0;18.0;=;39.0
0813;RANGEE 13;"Fruit, dried, other than that of heading no. 0801 to 0806; mixtures of nuts or dried fruits of this chapter";;;;;;;
081310;HS6;Abricots séchés;Dried apricots;;;;;;
0813101000;HS10;Abricots séchés - Type 1;Dried apricots - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0813102000;HS10;Abricots séchés - Type 2;Dried apricots - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0813109000;HS10;Abricots séchés - Autre;Dried apricots - Other;Alimentation;20.0;1.0;18.0;=;39.0
081320;HS6;Pruneaux;Dried prunes;;;;;;
0813201000;HS10;Pruneaux - Type 1;Dried prunes - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0813202000;HS10;Pruneaux - Type 2;Dried prunes - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0813209000;HS10;Pruneaux - Autre;Dried prunes - Other;Alimentation;20.0;1.0;18.0;=;39.0
081330;HS6;Pommes séchées;Dried apples;;;;;;
0813301000;HS10;Pommes séchées - Type 1;Dried apples - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0813302000;HS10;Pommes séchées - Type 2;Dried apples - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0813309000;HS10;Pommes séchées - Autre;Dried apples - Other;Alimentation;20.0;1.0;18.0;=;39.0
081340;HS6;Autres fruits séchés;Other dried fruit;;;;;;
0813401000;HS10;Autres fruits séchés - Type 1;Other dried fruit - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0813402000;HS10;Autres fruits séchés - Type 2;Other dried fruit - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0813409000;HS10;Autres fruits séchés - Autre;Other dried fruit - Other;Alimentation;20.0;1.0;18.0;=;39.0
081350;HS6;Mélanges de fruits secs;Mixtures of dried fruit;;;;;;
0813501000;HS10;Mélanges de fruits secs - Type 1;Mixtures of dried fruit - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0813502000;HS10;Mélanges de fruits secs - Type 2;Mixtures of dried fruit - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0813509000;HS10;Mélanges de fruits secs - Autre;Mixtures of dried fruit - Other;Alimentation;20.0;1.0;18.0;=;39.0
0814;RANGEE 14;"Peel of citrus fruit or melons (including watermelons); fresh, frozen dried or provisionally preserved in brine, in sulphur water or in other preservative solutions";;;;;;;
081400;HS6;Écorces d'agrumes ou de melons;Peel of citrus or melons;;;;;;
0814001000;HS10;Écorces d'agrumes ou de melons - Type 1;Peel of citrus or melons - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0814002000;HS10;Écorces d'agrumes ou de melons - Type 2;Peel of citrus or melons - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0814009000;HS10;Écorces d'agrumes ou de melons - Autre;Peel of citrus or melons - Other;Alimentation;20.0;1.0;18.0;=;39.0
CHAPITRE 09;CHAPITRE;Café, thé, épices;;;;;;;
0901;RANGEE 01;"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion";;;;;;;
090111;HS6;Café non torréfié;Coffee;;;;;;
0901111000;HS10;Café non torréfié - Type 1;Coffee - Type 1;Alimentation;20.0;1.0;18.0;910 Déclaration d'Importation du Produit;39.0
0901112000;HS10;Café non torréfié - Type 2;Coffee - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0901119000;HS10;Café non torréfié - Autre;Coffee - Other;Alimentation;20.0;1.0;18.0;=;39.0
090112;HS6;Café non torréfié décaféiné;Coffee not roasted decaffeinated;;;;;;
0901121000;HS10;Café non torréfié décaféiné - Variété 1;Coffee not roasted decaffeinated - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0901122000;HS10;Café non torréfié décaféiné - Variété 2;Coffee not roasted decaffeinated - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0901129000;HS10;Café non torréfié décaféiné - Autre;Coffee not roasted decaffeinated - Other;Alimentation;20.0;1.0;18.0;=;39.0
090121;HS6;Café torréfié;Coffee;;;;;;
0901211000;HS10;Café torréfié - Type 1;Coffee - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0901212000;HS10;Café torréfié - Type 2;Coffee - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0901219000;HS10;Café torréfié - Autre;Coffee - Other;Alimentation;20.0;1.0;18.0;=;39.0
090122;HS6;Café torréfié;Coffee;;;;;;
0901221000;HS10;Café torréfié - Type 1;Coffee - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0901222000;HS10;Café torréfié - Type 2;Coffee - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0901229000;HS10;Café torréfié - Autre;Coffee - Other;Alimentation;20.0;1.0;18.0;=;39.0
090130;HS6;Coques et pellicules de café;Coffee husks and skins;;;;;;
0901301000;HS10;Coques et pellicules de café - Type 1;Coffee husks and skins - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0901302000;HS10;Coques et pellicules de café - Type 2;Coffee husks and skins - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0901309000;HS10;Coques et pellicules de café - Autre;Coffee husks and skins - Other;Alimentation;20.0;1.0;18.0;=;39.0
090190;HS6;Succédanés de café contenant du café;Coffee substitutes containing coffee;;;;;;
0901901000;HS10;Succédanés de café contenant du café - Type 1;Coffee substitutes containing coffee - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0901902000;HS10;Succédanés de café contenant du café - Type 2;Coffee substitutes containing coffee - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0901909000;HS10;Succédanés de café contenant du café - Autre;Coffee substitutes containing coffee - Other;Alimentation;20.0;1.0;18.0;=;39.0
0902;RANGEE 02;Tea;;;;;;;
090210;HS6;Thé vert non fermenté;Green tea (not fermented);;;;;;
0902101000;HS10;Thé vert non fermenté - Grade 1 / Premium;Green tea (not fermented) - Grade 1 / Premium;Alimentation;20.0;1.0;18.0;=;39.0
0902102000;HS10;Thé vert non fermenté - Grade 2 / Standard;Green tea (not fermented) - Grade 2 / Standard;Alimentation;20.0;1.0;18.0;=;39.0
0902109000;HS10;Thé vert non fermenté - Autre;Green tea (not fermented) - Other;Alimentation;20.0;1.0;18.0;=;39.0
090220;HS6;Autres thés verts ≤3kg;Other green tea;;;;;;
0902201000;HS10;Autres thés verts ≤3kg - Type 1;Other green tea - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0902202000;HS10;Autres thés verts ≤3kg - Type 2;Other green tea - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0902209000;HS10;Autres thés verts ≤3kg - Autre;Other green tea - Other;Alimentation;20.0;1.0;18.0;=;39.0
090230;HS6;Thé noir fermenté ≤3kg;Black tea;;;;;;
0902301000;HS10;Thé noir fermenté ≤3kg - Type 1;Black tea - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0902302000;HS10;Thé noir fermenté ≤3kg - Type 2;Black tea - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0902309000;HS10;Thé noir fermenté ≤3kg - Autre;Black tea - Other;Alimentation;20.0;1.0;18.0;=;39.0
090240;HS6;Thé noir en vrac;Black tea in bulk;;;;;;
0902401000;HS10;Thé noir en vrac - Grade 1 / Premium;Black tea in bulk - Grade 1 / Premium;Alimentation;20.0;1.0;18.0;=;39.0
0902402000;HS10;Thé noir en vrac - Grade 2 / Standard;Black tea in bulk - Grade 2 / Standard;Alimentation;20.0;1.0;18.0;=;39.0
0902409000;HS10;Thé noir en vrac - Autre;Black tea in bulk - Other;Alimentation;20.0;1.0;18.0;=;39.0
0903;RANGEE 03;Mate;;;;;;;
090300;HS6;Maté;Maté;;;;;;
0903001000;HS10;Maté - Type 1;Maté - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0903002000;HS10;Maté - Type 2;Maté - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0903009000;HS10;Maté - Autre;Maté - Other;Alimentation;20.0;1.0;18.0;=;39.0
0904;RANGEE 04;"Pepper of the genus piper; dried or crushed or ground fruits of the genus capsicum or of the genus pimenta";;;;;;;
090411;HS6;Poivre non broyé;Pepper, not crushed;;;;;;
0904111000;HS10;Poivre non broyé - Variété 1;Pepper, not crushed - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0904112000;HS10;Poivre non broyé - Variété 2;Pepper, not crushed - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0904119000;HS10;Poivre non broyé - Autre;Pepper, not crushed - Other;Alimentation;20.0;1.0;18.0;=;39.0
090412;HS6;Poivre broyé;Pepper;;;;;;
0904121000;HS10;Poivre broyé - Type 1;Pepper - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0904122000;HS10;Poivre broyé - Type 2;Pepper - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0904129000;HS10;Poivre broyé - Autre;Pepper - Other;Alimentation;20.0;1.0;18.0;=;39.0
090420;HS6;Piments du genre Capsicum séchés;Dried fruits of genus Capsicum;;;;;;
0904201000;HS10;Piments du genre Capsicum séchés - Variété 1;Dried fruits of genus Capsicum - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0904202000;HS10;Piments du genre Capsicum séchés - Variété 2;Dried fruits of genus Capsicum - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0904209000;HS10;Piments du genre Capsicum séchés - Autre;Dried fruits of genus Capsicum - Other;Alimentation;20.0;1.0;18.0;=;39.0
090421;HS6;Séchés;Spices;;;;;;
0904211000;HS10;Séchés - Type 1;Spices - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0904212000;HS10;Séchés - Type 2;Spices - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0904219000;HS10;Séchés - Autre;Spices - Other;Alimentation;20.0;1.0;18.0;=;39.0
090422;HS6;Broyés ou pulvérisés;Spices;;;;;;
0904221000;HS10;Broyés ou pulvérisés - Type 1;Spices - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0904222000;HS10;Broyés ou pulvérisés - Type 2;Spices - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0904229000;HS10;Broyés ou pulvérisés - Autre;Spices - Other;Alimentation;20.0;1.0;18.0;=;39.0
0905;RANGEE 05;Vanilla;;;;;;;
090500;HS6;Vanille;Vanilla;;;;;;
0905001000;HS10;Vanille - Type 1;Vanilla - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0905002000;HS10;Vanille - Type 2;Vanilla - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0905009000;HS10;Vanille - Autre;Vanilla - Other;Alimentation;20.0;1.0;18.0;=;39.0
090510;HS6;Non broyée ni pulvérisée;Spices;;;;;;
0905101000;HS10;Non broyée ni pulvérisée - Type 1;Spices - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0905102000;HS10;Non broyée ni pulvérisée - Type 2;Spices - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0905109000;HS10;Non broyée ni pulvérisée - Autre;Spices - Other;Alimentation;20.0;1.0;18.0;=;39.0
090520;HS6;Broyée ou pulvérisée;Spices;;;;;;
0905201000;HS10;Broyée ou pulvérisée - Type 1;Spices - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0905202000;HS10;Broyée ou pulvérisée - Type 2;Spices - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0905209000;HS10;Broyée ou pulvérisée - Autre;Spices - Other;Alimentation;20.0;1.0;18.0;=;39.0
0906;RANGEE 06;Cinnamon and cinnamon-tree flowers;;;;;;;
090611;HS6;Cannelle non broyée;Cinnamon, not crushed;;;;;;
0906111000;HS10;Cannelle non broyée - Variété 1;Cinnamon, not crushed - Variety 1;Alimentation;20.0;1.0;18.0;=;39.0
0906112000;HS10;Cannelle non broyée - Variété 2;Cinnamon, not crushed - Variety 2;Alimentation;20.0;1.0;18.0;=;39.0
0906119000;HS10;Cannelle non broyée - Autre;Cinnamon, not crushed - Other;Alimentation;20.0;1.0;18.0;=;39.0
090619;HS6;Cannelle broyée;Cinnamon;;;;;;
0906191000;HS10;Cannelle broyée - Type 1;Cinnamon - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0906192000;HS10;Cannelle broyée - Type 2;Cinnamon - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0906199000;HS10;Cannelle broyée - Autre;Cinnamon - Other;Alimentation;20.0;1.0;18.0;=;39.0
090620;HS6;Fleurs de cannelier;Cinnamon-tree flowers;;;;;;
0906201000;HS10;Fleurs de cannelier - Type 1;Cinnamon-tree flowers - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0906202000;HS10;Fleurs de cannelier - Type 2;Cinnamon-tree flowers - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0906209000;HS10;Fleurs de cannelier - Autre;Cinnamon-tree flowers - Other;Alimentation;20.0;1.0;18.0;=;39.0
0907;RANGEE 07;Cloves (whole fruit, cloves and stems);;;;;;;
090700;HS6;Girofles;Cloves;;;;;;
0907001000;HS10;Girofles - Type 1;Cloves - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0907002000;HS10;Girofles - Type 2;Cloves - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0907009000;HS10;Girofles - Autre;Cloves - Other;Alimentation;20.0;1.0;18.0;=;39.0
090710;HS6;Non broyés ni pulvérisés;Spices;;;;;;
0907101000;HS10;Non broyés ni pulvérisés - Type 1;Spices - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0907102000;HS10;Non broyés ni pulvérisés - Type 2;Spices - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0907109000;HS10;Non broyés ni pulvérisés - Autre;Spices - Other;Alimentation;20.0;1.0;18.0;=;39.0
090720;HS6;Broyée ou pulvérisée;Spices;;;;;;
0907201000;HS10;Broyée ou pulvérisée - Type 1;Spices - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0907202000;HS10;Broyée ou pulvérisée - Type 2;Spices - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0907209000;HS10;Broyée ou pulvérisée - Autre;Spices - Other;Alimentation;20.0;1.0;18.0;=;39.0
0908;RANGEE 08;Nutmeg, mace and cardamoms;;;;;;;
090810;HS6;Noix muscade;Nutmeg;;;;;;
0908101000;HS10;Noix muscade - Type 1;Nutmeg - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0908102000;HS10;Noix muscade - Type 2;Nutmeg - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0908109000;HS10;Noix muscade - Autre;Nutmeg - Other;Alimentation;20.0;1.0;18.0;=;39.0
090811;HS6;Non broyées ni pulvérisées;Spices;;;;;;
0908111000;HS10;Non broyées ni pulvérisées - Type 1;Spices - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0908112000;HS10;Non broyées ni pulvérisées - Type 2;Spices - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0908119000;HS10;Non broyées ni pulvérisées - Autre;Spices - Other;Alimentation;20.0;1.0;18.0;=;39.0
090812;HS6;Broyée ou pulvérisée;Spices;;;;;;
0908121000;HS10;Broyée ou pulvérisée - Type 1;Spices - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0908122000;HS10;Broyée ou pulvérisée - Type 2;Spices - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0908129000;HS10;Broyée ou pulvérisée - Autre;Spices - Other;Alimentation;20.0;1.0;18.0;=;39.0
090820;HS6;Macis;Mace;;;;;;
0908201000;HS10;Macis - Type 1;Mace - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0908202000;HS10;Macis - Type 2;Mace - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0908209000;HS10;Macis - Autre;Mace - Other;Alimentation;20.0;1.0;18.0;=;39.0
090821;HS6;Non broyé ni pulvérisé;Spices;;;;;;
0908211000;HS10;Non broyé ni pulvérisé - Type 1;Spices - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0908212000;HS10;Non broyé ni pulvérisé - Type 2;Spices - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0908219000;HS10;Non broyé ni pulvérisé - Autre;Spices - Other;Alimentation;20.0;1.0;18.0;=;39.0
090822;HS6;Broyé ou pulvérisé;Spices;;;;;;
0908221000;HS10;Broyé ou pulvérisé - Type 1;Spices - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0908222000;HS10;Broyé ou pulvérisé - Type 2;Spices - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0908229000;HS10;Broyé ou pulvérisé - Autre;Spices - Other;Alimentation;20.0;1.0;18.0;=;39.0
090830;HS6;Amomes et cardamomes;Cardamoms;;;;;;
0908301000;HS10;Amomes et cardamomes - Type 1;Cardamoms - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0908302000;HS10;Amomes et cardamomes - Type 2;Cardamoms - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0908309000;HS10;Amomes et cardamomes - Autre;Cardamoms - Other;Alimentation;20.0;1.0;18.0;=;39.0
090831;HS6;Non broyés ni pulvérisés;Spices;;;;;;
0908311000;HS10;Non broyés ni pulvérisés - Type 1;Spices - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0908312000;HS10;Non broyés ni pulvérisés - Type 2;Spices - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0908319000;HS10;Non broyés ni pulvérisés - Autre;Spices - Other;Alimentation;20.0;1.0;18.0;=;39.0
090832;HS6;Broyés ou pulvérisés;Spices;;;;;;
0908321000;HS10;Broyés ou pulvérisés - Type 1;Spices - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0908322000;HS10;Broyés ou pulvérisés - Type 2;Spices - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0908329000;HS10;Broyés ou pulvérisés - Autre;Spices - Other;Alimentation;20.0;1.0;18.0;=;39.0
0909;RANGEE 09;Seeds of anise, badian, fennel, coriander, cumin, caraway or juniper;;;;;;;
090910;HS6;Graines d'anis ou de badiane;Seeds of anise or badian;;;;;;
0909101000;HS10;Graines d'anis ou de badiane - Type 1;Seeds of anise or badian - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0909102000;HS10;Graines d'anis ou de badiane - Type 2;Seeds of anise or badian - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0909109000;HS10;Graines d'anis ou de badiane - Autre;Seeds of anise or badian - Other;Alimentation;20.0;1.0;18.0;=;39.0
090921;HS6;Graines de coriandre non broyées;Coriander seeds;;;;;;
0909211000;HS10;Graines de coriandre non broyées - Type 1;Coriander seeds - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0909212000;HS10;Graines de coriandre non broyées - Type 2;Coriander seeds - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0909219000;HS10;Graines de coriandre non broyées - Autre;Coriander seeds - Other;Alimentation;20.0;1.0;18.0;=;39.0
090922;HS6;Graines de coriandre broyées;Coriander seeds;;;;;;
0909221000;HS10;Graines de coriandre broyées - Type 1;Coriander seeds - Type 1;Alimentation;20.0;1.0;18.0;=;39.0
0909222000;HS10;Graines de coriandre broyées - Type 2;Coriander seeds - Type 2;Alimentation;20.0;1.0;18.0;=;39.0
0909229000;HS10;Graines de coriandre broyées - Autre;Coriander seeds - Other;Alimentation;20.0;1.0;18.0;=;39.0
