"Chapitre;Description Chapitre (FR);Description Chapitre (EN);Code SH6;Description Produit (FR);Description Produit (EN);Statut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570232;De matières textiles synthétiques ou artificielles;Carpets and other textile floor coverings;woven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570239;D'autres matières textiles;Carpets and other textile floor coverings;woven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570241;De laine ou de poils fins;Carpets and other textile floor coverings;woven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570242;De matières textiles synthétiques ou artificielles;Carpets and other textile floor coverings;woven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570249;D'autres matières textiles;Carpets and other textile floor coverings;woven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570250;Autres;Carpets and other textile floor coverings;woven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570291;De laine ou de poils fins;Carpets and other textile floor coverings;woven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570292;De matières textiles synthétiques ou artificielles;Carpets and other textile floor coverings;woven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570299;D'autres matières textiles;Carpets and other textile floor coverings;woven","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570310;De laine ou de poils fins;Carpets and other textile floor coverings (including turf);tufted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570321;Gazon;Carpets and other textile floor coverings;tufted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570329;Autres;Carpets;tufted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570331;Gazon;Carpets and other textile floor coverings;tufted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570339;Autres;Carpets;tufted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570390;D'autres matières textiles;Carpets and other textile floor coverings;tufted","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570410;Carreaux dont la surface n'excède pas 0;Textile floor coverings;felt tiles","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570420;Carreaux dont la surface excède 0;Carpets and other textile floor coverings;of felt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570490;Autres;Carpets and other textile floor coverings;of felt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57;Tapis et autres revêtements de sol en matières textiles;Carpets and other textile floor coverings;570500;Autres tapis et revêtements de sol en matières textiles;Carpets and other textile floor coverings;n.e.c. in chapter 57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58;Tissus spéciaux;Special woven fabrics;580110;De laine ou de poils fins;Fabrics;woven pile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58;Tissus spéciaux;Special woven fabrics;580121;Velours et peluches par la trame;Fabrics;woven pile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58;Tissus spéciaux;Special woven fabrics;580122;Velours et peluches par la trame;Fabrics;woven pile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58;Tissus spéciaux;Special woven fabrics;580123;Autres velours et peluches par la trame;Fabrics;woven pile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58;Tissus spéciaux;Special woven fabrics;580126;Tissus de chenille;Fabrics;chenille","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58;Tissus spéciaux;Special woven fabrics;580127;Velours et peluches par la chaîne;Fabrics;woven pile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58;Tissus spéciaux;Special woven fabrics;580131;Velours et peluches par la trame;Fabrics;woven pile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58;Tissus spéciaux;Special woven fabrics;580132;Velours et peluches par la trame;Fabrics;woven pile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58;Tissus spéciaux;Special woven fabrics;580133;Autres velours et peluches par la trame;Fabrics;woven pile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58;Tissus spéciaux;Special woven fabrics;580136;Tissus de chenille;Fabrics;chenille","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58;Tissus spéciaux;Special woven fabrics;580137;Velours et peluches par la chaîne;Fabrics;woven pile","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58;Tissus spéciaux;Special woven fabrics;580190;D'autres matières textiles;Fabrics;woven pile and chenille","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
