Chapitre;Code_Position_10_chiffres;Designation;Droit_Importation_DI;Taxe_Parafiscale_Importation_TPI;Taxe_Valeur_Ajoutee_TVA;Taxe_Interieure_Consommation_TIC;Formalites_particulieres;Source
42;4203109000;- - - - autres£- Gants, mitaines et moufles :;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
42;4203210000;- Spécialement concus pour la pratique de sports;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
42;4203291000;- - de protection pour tous métiers;30 %;0.25 %;20 %;;Documents et Normes à l'Import. | LES NORMES OBLIGATOIRES;douane.gov.ma/adil
42;4203299000;- - - - autres;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
42;4203301000;- - constituant des équipements spéciaux pour tous métiers;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
42;4203309000;- - - - autres;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
42;4203401000;- - constituant des équipements spéciaux pour tous métiers;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
42;4203409000;- - - - autres;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
42;4205001010;- - - courroies de transmission ou de transport;30 %;0.25 %;20 %;;Documents et Normes à l'Import. | LES NORMES OBLIGATOIRES;douane.gov.ma/adil
42;4205001020;- - - taquets et butées de taquets pour métiers à tisser;2.5 %;0 %;20 %;;Documents et Normes à l'Import. | LES NORMES OBLIGATOIRES;douane.gov.ma/adil
42;4205001030;- - - articles emboutis pour pompes, presses ou autres usages;30 %;0.25 %;20 %;;Documents et Normes à l'Import. | LES NORMES OBLIGATOIRES;douane.gov.ma/adil
42;4205001040;- - - articles pour l'industrie textile autres que les taquets et butées de taquets pour métiers à tisser;2.5 %;0 %;20 %;;Documents et Normes à l'Import. | LES NORMES OBLIGATOIRES;douane.gov.ma/adil
42;4205001090;- - - autres;30 %;0.25 %;20 %;;Documents et Normes à l'Import. | LES NORMES OBLIGATOIRES;douane.gov.ma/adil
42;4205009010;- - - articles de maroquinerie, n'ayant pas le caractère de contenants (sous-main, signets, etc...)– – – – articles de gainerie, n'ayant pas le caractère de contenants :;30 %;0.25 %;20 %;;Documents et Normes à l'Import. | LES NORMES OBLIGATOIRES;douane.gov.ma/adil
42;4205009020;- - - articles de gainerie, n'ayant pas le caractère de contenants;30 %;0.25 %;20 %;;Documents et Normes à l'Import. | LES NORMES OBLIGATOIRES;douane.gov.ma/adil
42;4205009030;- - - lanières pour trépointes, quelle que soit leur longueur;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
42;4205009090;- - - autres;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
42;4206000010;- - cordes en boyaux;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
42;4206000090;- - autres;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4301100000;De visons, entières, même sans les têtes, queues ou pattes;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
43;4301300000;D'agneaux dits astrakan, breitschwanz, caracul, persianer ou similaires, d'agneaux des Indes, de Chine, de Mongolie ou du Tibet, entières, même sans les têtes, queues ou pattes;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
43;4301600000;De renards, entières, même sans les têtes, queues ou pattes;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
43;4301800000;- - Autres pelleteries, entières, même sans les têtes, queues ou pattes;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
43;4301900000;Têtes, queues, pattes et autres morceaux utilisables en pelleterie;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
43;4302110000;- De visons;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4302190010;- - d'otaries, de loutres de mer, de nutries et de castors;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4302190020;- - de petits gris, d'hamsters, de poulains d'Asie, de chiens de Chine, de chèvres de Chine;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4302190030;- - de lapins ou de lièvres;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4302190041;- - - de mouflons d'Asie et de moutons de Chine;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4302190049;- - - autres;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4302190090;- - autres;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4302200000;- - Têtes, queues, pattes et autres morceaux,déchets et chutes, non assemblés;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4302300010;- - - pelleteries tannées ou apprêtées, assemblées en nappes, sacs, carrés, croix ou présentations similaires;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4302300090;- - - - autres;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4303100000;Vêtements et accessoires du vêtement;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4303900010;- - articles à usages techniques;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4303900090;- - - - autres;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4304000010;- - en pièces, bandes ou morceaux cousus (carrés, nappes, nappettes etc);30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
43;4304000090;- - - - autres;30 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
44;4401110000;- - De conifères;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4401120000;- - - - Autres que de conifères;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4401210000;- De conifères;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4401220000;- Autres que de conifères;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4401310000;- Boulettes de bois;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4401320000;- Briquettes de bois;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4401390010;- - - sciures agglomérées;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
44;4401390070;- - autres £– Sciures, déchets et débris de bois, non agglomérés :;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4401410000;- Sciures;2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
44;4401490000;- Autres;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4402100000;De bambou;2.5 %;0.25 %;10 %;;Documents et Normes à l'Import. | AUTORISATION D'IMPORTATION POUR LES EXPLOSIFS | LICENCE D'IMPORTATION;douane.gov.ma/adil
44;4402200000;De coques ou de noix;2.5 %;0.25 %;10 %;;Documents et Normes à l'Import. | AUTORISATION D'IMPORTATION POUR LES EXPLOSIFS | LICENCE D'IMPORTATION;douane.gov.ma/adil
44;4402900000;Autres;2.5 %;0.25 %;10 %;;Documents et Normes à l'Import. | AUTORISATION D'IMPORTATION POUR LES EXPLOSIFS | LICENCE D'IMPORTATION;douane.gov.ma/adil
44;4403110010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403110020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403120010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403120020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403210010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403210020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403220010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403220020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403230010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403230020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403240010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403240020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403250010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403250020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403260010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403260020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403410010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403410020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403420010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403420020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403490010;- - bois équarris £– – – bois bruts, même écorcés ou dégrossis :;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403490021;- - - okoumé, autres que rondins;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403490029;- - - autres;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403911000;- - bois équarris£- - - bois bruts, même écorcés ou dégrossis :;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403912000;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403930010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403930020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403940010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403940020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403950010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403950020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403960010;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403960020;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403971000;- - - - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403972000;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403981000;- - - - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403982000;- - bois bruts, même écorcés ou dégrossis;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403991000;- - bois équarris;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403992010;- - - rondins;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403992020;- - - - bois de trituration en quartiers– – – – – bois fins :;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403992030;- - - - bois fins;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403992091;- - - - - de mimosa;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4403992099;- - - - - - - autres;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4404100000;De conifères;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4404200000;Autres que de conifères;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4405000000;"""Laine (paille) de bois; farine de bois""";2.5 %;0.25 %;20 %;;"Documents et Normes à l'Import. | ""AUCUN DOCUMENT A PRéSENTERETAUCUNE NORME A RESPECTER.""";douane.gov.ma/adil
44;4406110000;- - De conifères;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4406120000;- - - - Autres que de conifères– Autres :;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4406910000;- - De conifères;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4406920000;- - - - Autres que de conifères;2.5 %;0.25 %;;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407111200;- - - sciages de tonnellerie;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407111810;- - - - planchettes destinées à la fabrication de crayons;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407111820;- - - - bois d'une longueur de 125 cm ou moins et d'une épaisseur de moins £de 12,5 mm;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407111890;- - - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407118000;- - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407121200;- - - sciages de tonnellerie;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407121810;- - - - planchettes destinées à la fabrication de crayons;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407121820;- - - - bois d'une longueur de 125 cm ou moins et d'une épaisseur de moins de 12,5 mm;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407121890;- - - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407128000;- - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407131100;- - - sciages de tonnellerie;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407131910;- - - - planchettes destinées à la fabrication de crayons;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407131920;- - - - bois d'une longueur de 125 cm ou moins et d'une épaisseur de moins de 12,5 mm;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407131990;- - - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407139000;- - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407141100;- - - sciages de tonnellerie;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407141910;- - - - planchettes destinées à la fabrication de crayons;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407141920;- - - - bois d'une longueur de 125 cm ou moins et d'une épaisseur de moins de 12,5 mm;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407141990;- - - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407149000;- - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407191200;- - - sciages de tonnellerie;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407191810;- - - - planchettes destinées à la fabrication de crayons;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407191820;- - - - bois d'une longueur de 125 cm ou moins et d'une épaisseur de moins de 12,5 mm;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407191890;- - - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407198000;- - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407211100;- - - sciages de tonnellerie;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407211900;- - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407219010;- - - Migration NGP inexistants;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407219091;- - - - lattis (dits «lattis armés»), treillages de clôture;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407219099;- - - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407221100;- - - sciages de tonnellerie;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407221900;- - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407229010;- - - bois (y compris les lames ou frises pour parquets, non assemblées) rabotés ou similaires;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407229091;- - - - lattis (dits «lattis armés»), treillages de clôture;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407229099;- - - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407231100;- - - sciages de tonnellerie;2.5 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407231900;- - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407239010;- - - bois (y compris les lames ou frises pour parquets, non assemblées) rabotés ou similaires £– – – – autres :;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407239091;- - - - lattis (dits «lattis armés»), treillages de clôture;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
44;4407239099;- - - - autres;10 %;0.25 %;20 %;;Documents et Normes à l'Import.;douane.gov.ma/adil
